1
		Rooms	Brand	Parent Company	Property Name	Market Name	Submarket Name	Hotel Class	Scale	Operation Type	Constr Status	Operational Status	Expansion Rooms	Expansion Status Month	Expansion Status Year	Expansion Status	Property Address	City	State	Zip	Year Built	Year Renovated	Hotel Open Date	Data Participation	Mtg Rooms	Total Mtg Space	Max Contig Mtg Space	Hotel Location Type	Secondary Type	All-Inclusive	All-Suites	Primary Corridors	Number Of Stories	Number Of Parking Spaces	Parking Spaces/Room	FEMA Map Date	FEMA Map Identifier	FIRM ID	FIRM Panel Number	In SFHA	Floodplain Area	Owner Name	Owner Phone	Owner Contact	Owner Address	Owner City State Zip	Property Location	True Owner Address	True Owner City State Zip	True Owner Name	True Owner Contact	True Owner Phone
		109	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Fort Worth Arlington West	Fort Worth/Arlington, TX	Arlington	Upper Midscale	Upper Midscale	Franchise	Existing	Open					1225 Little Cina Ln	Fort Worth	TX	76120	2023		12/27/2023	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4							No		Whitestone Hospitality	9726008162		1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029		1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029	Whitestone Hospitality		9726008162
		124	Spark by Hilton	Hilton Worldwide	Spark by Hilton San Antonio Northwest near Six Flags	San Antonio, TX	San Antonio Northwest	Midscale	Midscale	Franchise	Existing	Open					6755 N Loop 1604 W	San Antonio	TX	78249	1996	2018	03/01/1996	Monthly & Daily	0	0	0	Suburban	Hotel	No	No	Interior	4	114	0.919	09/29/2010	48029C0230G	48029C	0230G	No	100-year and 500-year Floodplain	Baywood Hotels Inc	3013458700	Amit Patel	9130 Guilford Rd Suite # A	Columbia, MD 21046-1803		9130 Guilford Rd Suite # A	Columbia, MD 21046-1803	Baywood Hotels Inc	Amit Patel	3013458700
		130	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton San Antonio Northwest	San Antonio, TX	San Antonio Northwest	Upscale	Upscale	Franchise	Existing	Open					6809 N Loop 1604 W	San Antonio	TX	78249	2008		07/01/2009	Monthly & Daily	3	3,650	2,400	Suburban	Hotel	No	No	Interior	6			09/29/2010	48029C0230G	48029C	0230G	No	100-year and 500-year Floodplain	Jacqueline & Eloy Adan			4934 Furman St	San Antonio, TX 78249-1716		4934 Furman St	San Antonio, TX 78249-1716	Jacqueline & Eloy Adan
		106	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton San Antonio North	San Antonio, TX	San Antonio Northeast	Upscale	Upscale	Franchise	Existing	Open					125 N Loop 1604 W	San Antonio	TX	78232-1083	2008	2016	08/01/2008	Monthly & Daily	1	800	800	Suburban	Hotel	No	Yes	Interior	5	88	0.830	09/29/2010	48029C0255G	48029C	0255G	No	100-year and 500-year Floodplain	Hagee Hospitality Group	2105637087	Chris Hagee	125 N Loop 1604 W	SAN ANTONIO, TX 78232		125 N Loop 1604 W	SAN ANTONIO, TX 78232	Hagee Hospitality Group	Chris Hagee	2105637087
		277	Tapestry Collection by Hilton	Hilton Worldwide	Estancia del Norte San Antonio, Tapestry Collection by Hilton	San Antonio, TX	San Antonio Airport	Upper Upscale	Upper Upscale	Franchise	Existing	Open					37 NE Loop 410	San Antonio	TX	78216	1976	2021	06/01/1976	Monthly & Daily	12	22,504	7,020	Airport	Hotel	No	No	Interior	5	360	1.300	06/19/2020	48029C0263H	48029C	0263H	No	100-year and 500-year Floodplain	2GR Equity, LLC	2148426770	David Gregory	342 S Main St Suite # 200	Grapevine, TX 76051    		342 S Main St Suite # 200	Grapevine, TX 76051    	2GR Equity, LLC	David Gregory	2148426770
		367	Marriott	Marriott International	Marriott San Antonio Airport	San Antonio, TX	San Antonio Airport	Upper Upscale	Upper Upscale	Franchise	Existing	Open					77 NE Loop 410	San Antonio	TX	78216	1981	2022	03/01/1981	Monthly	36	13,428	6,189	Airport	Hotel	No	No	Interior	11	342	0.932	06/19/2020	48029C0263H	48029C	0263H	No	100-year and 500-year Floodplain	Bricton Group	8476983800		1250 Feehanville Dr Suite # 200	Mount Prospect, IL 60056-6009		1250 Feehanville Dr Suite # 200	Mount Prospect, IL 60056-6009	Bricton Group		8476983800
		111	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton San Antonio Airport, TX	San Antonio, TX	San Antonio Airport	Upper Midscale	Upper Midscale	Franchise	Existing	Open					94 NE Loop 410	San Antonio	TX	78216-5801	2014		05/29/2014	Monthly & Daily	1	288	288	Airport	Hotel	No	Yes	Interior	4	102	0.919	06/19/2020	48029C0263H	48029C	0263H	No	100-year and 500-year Floodplain	Continental Assets Management	6263589888		133 E Saint Joseph St	Arcadia, CA 91006-2852		133 E Saint Joseph St	Arcadia, CA 91006-2852	Continental Assets Management		6263589888
		384	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton San Antonio Airport	San Antonio, TX	San Antonio Airport	Upscale	Upscale	Franchise	Existing	Open					611 NW Loop 410	San Antonio	TX	78216	1982		06/01/1984	Monthly & Daily	18	16,289	6,336	Airport	Hotel	No	No	Interior	12	500	1.302	09/29/2010	48029C0245G	48029C	0245G	No	100-year and 500-year Floodplain	Presidian Hospitality	2106468811		9000 Tesoro Dr Suite # 300	San Antonio, TX 78217    		9000 Tesoro Dr Suite # 300	San Antonio, TX 78217    	Presidian Hospitality		2106468811
		297	Marriott	Marriott International	San Antonio Marriott Northwest	San Antonio, TX	San Antonio Northwest	Upper Upscale	Upper Upscale	Franchise	Existing	Open					3233 NW Loop 410	San Antonio	TX	78213	1984	2016	03/01/1985	Monthly	10	11,417	6,084	Suburban	Hotel	No	No	Interior	11	261	0.879	09/29/2010	48029C0245G	48029C	0245G	No	100-year and 500-year Floodplain	Bhojani Capital		Salman Bhojani	6301 Campus Cir E Suite # 100	Irving, TX 75063		6301 Campus Cir E Suite # 100	Irving, TX 75063	Bhojani Capital	Salman Bhojani
		79	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn Fort Worth Southwest Cityview	Fort Worth/Arlington, TX	Fort Worth West	Upper Midscale	Upper Midscale	Franchise	Existing	Open					4799 SW Loop 820	Fort Worth	TX	76132	1996		10/01/1996	Monthly & Daily				Suburban	Hotel	No	No	Interior	4	76	0.962	09/25/2009	48439C0295K	48439C	0295K	No	100-year and 500-year Floodplain	Starwood Capital Group	3056955200		591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005		591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005	Starwood Capital Group		3056955200
		93	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Fort Worth Southwest Cityview	Fort Worth/Arlington, TX	Fort Worth West	Upper Midscale	Upper Midscale	Franchise	Existing	Open					5401 SW Loop 820	Fort Worth	TX	76132	2017		06/01/2017	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	3	130	1.398	09/25/2009	48439C0295K	48439C	0295K	No	100-year and 500-year Floodplain	Vallabh D Patel	3362468845	Vallabh Patel	8505 Rugby Dr	Irving, TX 75063-9385		8505 Rugby Dr	Irving, TX 75063-9385	Vallabh D Patel	Vallabh Patel	3362468845
		630	Hyatt Regency	Hyatt Corporation	Hyatt Regency San Antonio Riverwalk	San Antonio, TX	San Antonio CBD	Upper Upscale	Upper Upscale	Chain Management	Existing	Open					123 Losoya St	San Antonio	TX	78205	1981	2025	12/01/1981	Monthly & Daily	36	40,052	10,700	Urban	Hotel	No	No	Interior	11	516	0.819	09/29/2010	48029C0415G	48029C	0415G	Yes	100-year Floodplain	Sunstone Hotel Investors	9493304000		15 Enterprise Suite # 200	Aliso Viejo, CA 92656-2652		15 Enterprise Suite # 200	Aliso Viejo, CA 92656-2652	Sunstone Hotel Investors		9493304000
		955	Hyatt Regency	Hyatt Corporation	Hyatt Regency Houston Downtown	Houston, TX	Houston CBD	Upper Upscale	Upper Upscale	Chain Management	Existing	Open					1200 Louisiana St	Houston	TX	77002	1972	2020	12/01/1972	Monthly & Daily	7	39,685	16,000	Urban	Hotel	No	No	Interior	34			01/06/2017	48201C0690N	48201C	0690N	No	100-year and 500-year Floodplain	Apollo Global Management	2125153200		9 W 57th St	New York, NY 10019-2701		9 W 57th St	New York, NY 10019-2701	Apollo Global Management		2125153200
		230	Hilton	Hilton Worldwide	Hilton Dallas Park Cities	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open					5954 Luther Ln	Dallas	TX	75225	2001		01/01/2001	Monthly & Daily	5	7,003	4,000	Urban	Hotel	No	No	Interior	11			07/07/2014	48113C0335K	48113C	0335K	No	100-year and 500-year Floodplain	Hunt Realty Investments	2149788690		1900 N Akard St	Dallas, TX 75201-2300		1900 N Akard St	Dallas, TX 75201-2300	Hunt Realty Investments		2149788690
		109	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Cedar Park Austin	Austin, TX	Austin Northwest/Arboretum	Upscale	Upscale	Franchise	Existing	Open					13501 Lyndhurst St	Austin	TX	78717	2016		10/01/2019	Monthly & Daily	2	1,728	1,134	Suburban	Hotel	No	No	Interior	4			12/20/2019	48491C0610F	48491C	0610F	No	100-year and 500-year Floodplain	Heritage Inn of Austin LLC								Heritage Inn of Austin LLC
		503	Hilton	Hilton Worldwide	Hilton Dallas Lincoln Centre	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open					5410 Lyndon B Johnson Fwy	Dallas	TX	75240	1976		01/01/1982	Monthly & Daily	25	47,069	9,954	Suburban	Hotel	No	No	Interior	20	900	1.789	07/07/2014	48113C0190K	48113C	0190K	No	100-year and 500-year Floodplain	TIAA	2124909000		730 3rd Ave Suite # 6	New York, NY 10017-3206		730 3rd Ave Suite # 6	New York, NY 10017-3206	TIAA		2124909000
		195	AC Hotels by Marriott	Marriott International	AC Hotel Houston Downtown	Houston, TX	Houston CBD	Upscale	Upscale	Franchise	Existing	Open					723 Main St	Houston	TX	77002-3311	1920	2019	07/01/2019	Monthly	2	3,900	3,670	Urban	Hotel	No	No	Interior	10			01/06/2017	48201C0690N	48201C	0690N	No	100-year and 500-year Floodplain	Summit Hotel Properties Inc	5125382300		13215 Bee Cave Pky Suite # B-300	Bee Cave, TX 78738-6333		13215 Bee Cave Pky Suite # B-300	Bee Cave, TX 78738-6333	Summit Hotel Properties Inc		5125382300
		328	JW Marriott	Marriott International	JW Marriott Houston Downtown	Houston, TX	Houston CBD	Luxury	Luxury	Franchise	Existing	Open	65	7	2024	Under Construction	806 Main St	Houston	TX	77002-6103	1910	2026	09/24/2014	Monthly	8	12,849	6,759	Urban	Hotel	No	No	Interior	22							No		Southwest Value Partners	8584802900	Cary Mack	12770 El Camino Real Suite # 200	San Diego, CA 92130-2007		12770 El Camino Real Suite # 200	San Diego, CA 92130-2007	Southwest Value Partners	Cary Mack	8584802900
		294	Hilton	Hilton Worldwide	Hilton Fort Worth	Fort Worth/Arlington, TX	Fort Worth CBD	Upper Upscale	Upper Upscale	Franchise	Existing	Open					815 Main St	Fort Worth	TX	76102	1921	2014	06/01/1921	Monthly & Daily	12	18,947	11,960	Urban	Hotel	No	No	Interior	13	188	0.639	03/21/2019	48439C0190L	48439C	0190L	No	100-year and 500-year Floodplain	Ashford Hospitality Trust, Inc.	9724909600		14185 Dallas Pky Suite # 1200	Dallas, TX 75254-1319		14185 Dallas Pky Suite # 1200	Dallas, TX 75254-1319	Ashford Hospitality Trust, Inc.		9724909600
		297	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Houston Medical Center Hotel & Suites	Houston, TX	Houston Medical Ctr/NRG Stadium	Upscale	Upscale	Chain Management	Existing	Open					6800 Main St	Houston	TX	77030	1981	2024	05/01/1981	Monthly & Daily	1	864	864	Urban	Hotel	No	No	Interior	12	175	0.589	06/18/2007	48201C0860L	48201C	0860L	No	500-year Floodplain	RLJ Lodging Trust	3012807777	Tom Bardenett	7373 Wisconsin Ave	Bethesda, MD 20814-3279		7373 Wisconsin Ave	Bethesda, MD 20814-3279	RLJ Lodging Trust	Tom Bardenett	3012807777
		1003	Grand Hyatt	Hyatt Corporation	Grand Hyatt San Antonio River Walk	San Antonio, TX	San Antonio CBD	Luxury	Luxury	Chain Management	Existing	Open					600 E Market St	San Antonio	TX	78205	2008	2025	03/01/2008	Monthly & Daily	31	73,370	32,700	Urban	Hotel	No	No	Interior	24	800	0.798	09/29/2010	48029C0415G	48029C	0415G	Yes	100-year Floodplain	Community Finance Corporation	5206233377	Michael Hammond	335 N Wilmot Rd Suite # 420	Tucson, AZ 85711    		335 N Wilmot Rd Suite # 420	Tucson, AZ 85711    	Community Finance Corporation	Michael Hammond	5206233377
		512	Marriott	Marriott International	Marriott San Antonio Riverwalk	San Antonio, TX	San Antonio CBD	Upper Upscale	Upper Upscale	Chain Management	Existing	Open					889 E Market St	San Antonio	TX	78205	1968	2008	12/01/1979	Monthly	14	17,566	9,900	Urban	Hotel	No	No	Interior	24	500	0.977					No		Host Hotels & Resorts, Inc.	2407441000		4747 Bethesda Ave Suite # 1300	Bethesda, MD 20814		4747 Bethesda Ave Suite # 1300	Bethesda, MD 20814	Host Hotels & Resorts, Inc.		2407441000
		146	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton San Antonio Riverwalk Downtown	San Antonio, TX	San Antonio CBD	Upscale	Upscale	Franchise	Existing	Open					432 W Market St	San Antonio	TX	78205	1996	2016	02/01/1996	Monthly & Daily	3	1,679	882	Urban	Hotel	No	Yes	Interior	9	200	1.370	09/29/2010	48029C0415G	48029C	0415G	Yes	100-year Floodplain	Chatham Lodging Trust	5618024477		222 Lakeview Ave Suite # 200	West Palm Beach, FL 33401-6145		222 Lakeview Ave Suite # 200	West Palm Beach, FL 33401-6145	Chatham Lodging Trust		5618024477
		227	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel Dallas Market Center	Dallas, TX	Dallas CBD/Market Center	Upscale	Upscale	Franchise	Existing	Open					2015 Market Center Blvd	Dallas	TX	75207	1969	2006	12/01/1969	Monthly & Daily	3	6,710	4,056	Urban	Hotel	No	No	Interior	11	250	1.101	08/23/2001	48113C0340J	48113C	0340J	Yes	100-year Floodplain	Axle Companies	3104466326		12400 Wilshire Blvd Suite # 1450	Los Angeles, CA 90025-1019		12400 Wilshire Blvd Suite # 1450	Los Angeles, CA 90025-1019	Axle Companies		3104466326
		98	Tru by Hilton	Hilton Worldwide	Tru by Hilton Waco South	Texas Central	Waco	Midscale	Midscale	Franchise	Existing	Open					2408 Marketplace Dr	Waco	TX	76711	2020		08/19/2020	Monthly & Daily				Urban	Hotel	No	No	Interior	4	103	1.051	12/20/2019	48309C0368D	48309C	0368D	No	100-year and 500-year Floodplain	West Point Partners	6462137210		66-70 W 40th St	New York, NY 10018-2671		66-70 W 40th St	New York, NY 10018-2671	West Point Partners		6462137210
		78	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Dallas-Park Central Area	Dallas, TX	Dallas North Central/LBJ Freeway	Upscale	Upscale	Franchise	Existing	Open					9169 Markville Dr	Dallas	TX	75243-4305	1997	2019	05/29/1998	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	3	76	0.974	07/07/2014	48113C0215K	48113C	0215K	No	100-year and 500-year Floodplain	RSP Hotel Group LLC	9724676756	Sunil Patel	2114 Hogan Dr	Irving, TX 75038-8819		2114 Hogan Dr	Irving, TX 75038-8819	RSP Hotel Group LLC	Sunil Patel	9724676756
		283	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton San Marcos Hotel Conference Center	Austin, TX	San Marcos/Austin Surrounding	Upper Upscale	Upper Upscale	Franchise	Existing	Open					1001 McCarty Ln	San Marcos	TX	78666	2008	2025	10/01/2008	Monthly & Daily	19	78,000	28,800	Interstate	Hotel	No	Yes	Interior	10	764	2.700	12/30/2020	48055C0200F	48209C	0200F	No	100-year and 500-year Floodplain	Atrium Hospitality LP	8332874864		12735 Morris Rd	Alpharetta, GA 30004    		12735 Morris Rd	Alpharetta, GA 30004    	Atrium Hospitality LP		8332874864
		130	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Dallas North Park	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Midscale	Upper Midscale	Franchise	Existing	Open					8180 Midtown Blvd	Dallas	TX	75231-4489	2017		10/01/2017	Monthly & Daily				Urban	Hotel	No	Yes	Interior	4			07/07/2014	48113C0195K	48113C	0195K	No	100-year and 500-year Floodplain	Texas Hotel Management	9795749220		2121 E William Joel Bryan Pky Suite # 2864	Bryan, TX 77805		2121 E William Joel Bryan Pky Suite # 2864	Bryan, TX 77805	Texas Hotel Management		9795749220
		161	Hyatt Residence Club	Marriott Vacations Worldwide	Hyatt Vacation Club at Wild Oak Ranch	San Antonio, TX	Seaworld/Lackland AFB	Upper Upscale	Upper Upscale	Chain Management	Existing	Open					9700 W Military Dr	San Antonio	TX	78251-1754	2004	2013	01/01/2004					Urban	Hotel	No	Yes	Exterior	2	257	1.596	09/29/2010	48029C0360G	48029C	0360G	Yes	100-year Floodplain	Marriott Vacations Worldwide	4072066000		7812 Palm Pky	Orlando, FL 32836		7812 Palm Pky	Orlando, FL 32836	Marriott Vacations Worldwide		4072066000
		204	Curio Collection by Hilton	Hilton Worldwide	The Highland Dallas, Curio Collection by Hilton	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open					5300 E Mockingbird Ln	Dallas	TX	75206	2006	2025	09/01/2006	Monthly & Daily	7	8,424	6,588	Urban	Hotel	No	No	Interior	9			07/07/2014	48113C0335K	48113C	0335K	No	100-year and 500-year Floodplain	Lennox Capital Partners	3147977120		7777 Bonhomme Ave Suite # 1800	Saint Louis, MO 63105-1911		7777 Bonhomme Ave Suite # 1800	Saint Louis, MO 63105-1911	Lennox Capital Partners		3147977120
		244	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel Dallas - Love Field	Dallas, TX	Dallas Love Field Airport	Upscale	Upscale	Franchise	Existing	Open					3300 W Mockingbird Ln	Dallas	TX	75235	1963	2015	12/01/1998	Monthly & Daily	12	13,627	5,400	Airport	Hotel	No	No	Interior	8	295	1.209	08/23/2001	48113C0330J	48113C	0330J	No	100-year and 500-year Floodplain	Viceroy Investments	2149990060	Seth Thatcher	2722 Fairmount St	Dallas, TX 75201		2722 Fairmount St	Dallas, TX 75201	Viceroy Investments	Seth Thatcher	2149990060
		136	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Houston Hobby Airport	Houston, TX	Houston Hobby Airport/NASA	Upscale	Upscale	Franchise	Existing	Open					8001 Monroe Rd	Houston	TX	77061	2017		11/01/2018	Monthly & Daily	2	4,302	3,952	Airport	Hotel	No	No	Interior	5	100	0.735	05/02/2019	48201C0895N	48201C	0895N	Yes	100-year Floodplain	Level X Group	8326073210	TJ Patel	3949 Ann Arbor Dr	Houston, TX 77063-6301		3949 Ann Arbor Dr	Houston, TX 77063-6301	Level X Group	TJ Patel	8326073210
		242	Hilton	Hilton Worldwide	Hilton Houston NASA Clear Lake	Houston, TX	Houston Hobby Airport/NASA	Upper Upscale	Upper Upscale	Franchise	Existing	Open					3000 Nasa Pky	Houston	TX	77058	1982	2026	01/01/1983	Monthly & Daily	11	14,892	5,000	Suburban	Hotel	No	No	Interior	14	232	0.959	08/15/2019	48167C0037G	48201C	0037G	Yes	100-year Floodplain	Ayrshire Corporation	7135244676		2028 Buffalo Ter	Houston, TX 77019-2408		2028 Buffalo Ter	Houston, TX 77019-2408	Ayrshire Corporation		7135244676
		128	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton San Antonio Downtown - Riverwalk, TX	San Antonio, TX	San Antonio CBD	Upper Midscale	Upper Midscale	Franchise	Existing	Open					603 Navarro St	San Antonio	TX	78205-1837	1940	2016	10/01/2011	Monthly & Daily	1	736	736	Urban	Hotel	No	Yes	Interior	14			09/29/2010	48029C0415G	48029C	0415G	No	100-year and 500-year Floodplain	Riller Capital	8182669642		621 San Juan Ave Suite # A	Venice, CA 90291-3443		621 San Juan Ave Suite # A	Venice, CA 90291-3443	Riller Capital		8182669642
		80	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Corpus Christi I-37 - Navigation Blvd.	Texas South	Corpus Christi	Upper Midscale	Upper Midscale	Franchise	Existing	Open					917 Navigation Blvd	Corpus Christi	TX	78408-2646	2008		01/01/2008	Monthly & Daily	1	950	950	Suburban	Hotel	No	No	Interior	4	92	1.150	10/13/2022	48355C0315G	48355C	0315G	No	100-year and 500-year Floodplain	Kaushik Bhakta	3612429922	Kaushik Bhakta	902 N Navigation Blvd	Corpus Christi, TX 78408-2663		902 N Navigation Blvd	Corpus Christi, TX 78408-2663	Kaushik Bhakta	Kaushik Bhakta	3612429922
		190	Hyatt House	Hyatt Corporation	Hyatt House Austin/Downtown	Austin, TX	Austin CBD	Upscale	Upscale	Franchise	Existing	Open					901 Neches St	Austin	TX	78701	2017		05/09/2017	Monthly & Daily	1	960	960	Urban	Hotel	No	No	Interior	9			01/22/2020	48453C0465K	48453C	0465K	No	100-year and 500-year Floodplain	Hospitality Investors Trust	8666385572		11325 Random Hills Rd Suite # 360	Fairfax, VA 22030-6051		11325 Random Hills Rd Suite # 360	Fairfax, VA 22030-6051	Hospitality Investors Trust		8666385572
		156	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton San Antonio Brooks Hotel & Spa	San Antonio, TX	San Antonio South	Upper Upscale	Upper Upscale	Franchise	Existing	Open					7610 S New Braunfels Dr	San Antonio	TX	78235	2017		05/01/2017	Monthly & Daily	10	17,218	7,735	Suburban	Hotel	No	Yes	Interior	5			09/29/2010	48029C0580G	48029C	0580G	No	100-year and 500-year Floodplain	Brooks Development Authority	2106783300	Leo Gomez	7515 Inner Circle Dr	San Antonio, TX 78235-5181		7515 Inner Circle Dr	San Antonio, TX 78235-5181	Brooks Development Authority	Leo Gomez	2106783300
		150	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites Dallas Near The Galleria	Dallas, TX	Dallas North Central/LBJ Freeway	Upper Upscale	Upper Upscale	Franchise	Existing	Open					14021 Noel Rd	Dallas	TX	75240	1998	2024	01/01/1998	Monthly & Daily	4	1,881	1,332	Suburban	Hotel	No	Yes	Interior	6	166	1.107	11/21/2024	48085C0480K	48113C	0480K	No	100-year and 500-year Floodplain	Ashford Hospitality Trust, Inc.	9724909600		14185 Dallas Pky Suite # 1200	Dallas, TX 75254-1319		14185 Dallas Pky Suite # 1200	Dallas, TX 75254-1319	Ashford Hospitality Trust, Inc.		9724909600
		102	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites N. Ft. Worth-Alliance Airport	Fort Worth/Arlington, TX	Fort Worth North	Upper Midscale	Upper Midscale	Franchise	Existing	Open					13600 North Fwy	Fort Worth	TX	76177	1999	2010	02/01/1999	Monthly & Daily	1	528	528	Suburban	Hotel	No	No	Interior	5	97	0.951	04/18/2011	48121C0635G	48439C	0635G	Yes	100-year Floodplain	North Texas Hotels	2544850197	Mahesh Surati	3821 Laurens Place Rd	Denton, TX 76210-5595		3821 Laurens Place Rd	Denton, TX 76210-5595	North Texas Hotels	Mahesh Surati	2544850197
		106	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton San Antonio North Stone Oak	San Antonio, TX	San Antonio Northeast	Upper Midscale	Upper Midscale	Franchise	Existing	Open					1807 North Loop 1604 E	San Antonio	TX	78232	2017		02/11/2019	Monthly & Daily	1	992	992	Suburban	Hotel	No	Yes	Interior	4	171	1.613	09/29/2010	48029C0255G	48029C	0255G	No	100-year and 500-year Floodplain	Pacific Pearl Hotels	8589645500		4250 Executive Sq Suite # 430	La Jolla, CA 92037-1482		4250 Executive Sq Suite # 430	La Jolla, CA 92037-1482	Pacific Pearl Hotels		8589645500
